;Unnamed: 0;platform;title;description;keywords;htext;params;category_regex;wiki;category
0;0;v4-alpha.getbootstrap.com;'
  
    bootstrap · the most popular html, css, and js framework in the world.
  
';the most popular html, css, and js framework in the world.; ;Bootstrap is the most popular HTML, CSS, and JS framework in the world for building responsive, mobile-first projects on the web. Easy to get started. ;,/components,/components/breadcrumb/,/migration/,/examples/jumbotron/,/utilities/responsive-helpers/,/,/layout/overview/,/utilities/spacing/,/content/images/,/components/button-group/,/utilities/flexbox/,/utilities/clearfix/,/components/carousel/,/components/jumbotron/,/getting-started/introduction/,/components/,/components/navbar/,/layout/grid/,/components/card/,/components/navs/,/getting-started/javascript/,/components/modal/,/examples/navbar-top-fixed/,/content/figures/,/examples/grid/,/components/tooltips/,/components/buttons/,/layout/responsive-utilities/,/components/collapse/,/examples/navbars/,/getting-started/flexbox/,/content/typography/,/examples/,/components/progress/,/components/scrollspy/,/utilities/vertical-align/,/components/alerts/,/utilities/borders/,/utilities/typography/,/components/dropdowns/;api|package|framework|librar|stack|licens|addon|app;;PACKAGE
1;3;jscroll.com;jscroll - a jquery plugin for infinite scrolling / lazy loading; ; ;'jScroll is a jQuery plugin for infinite scrolling, written by Philip Klauzinski. Infinite scrolling; also known as lazy loading, endless scrolling, autopager, endless pages, etc.; is the ability to load content via AJAX within the current page or content area as you scroll down. The new content can be loaded automatically each time you scroll to the end of the existing content, or it can be triggered to load by clicking a navigation link at the end of the existing content. jScroll - a jQuery Plugin for Infinite Scrolling / Lazy Loading About jScroll ';/,https://github.com/cubiq/iscroll;api|package|framework|librar|stack|licens|addon|app;;PACKAGE
2;10;mongoosejs.com;mongoose odm v4.10.5; ; ;Elegant MongoDB object modeling for Node.js Mongoose Getting Started ;/docs/promises.html,/docs/populate.html,/docs/models.html,/docs/schematypes.html,/docs/queries.html,/,/docs/,/docs/api.html,/docs/validation.html,/docs/guide.html;api|package|framework|librar|stack|licens|addon|app;;PACKAGE
3;34;www.highcharts.com;Interactive JavaScript charts for your webpage | Highcharts;Highcharts - Interactive JavaScript charts for your web pages.;highcharts, charts, javascript charts, ajax charts, plots, line charts, bar charts, pie charts, javascript plots, ajax plots;View demo Get a license ;/samples/data/jsonp.php,/blog/192-use-highcharts-to-create-charts-in-react,/stock/demo/navigator-disabled;api|package|framework|librar|stack|licens|addon|app;;PACKAGE
4;41;www.crossorigin.me;crossorigin.me; ; ;'
                  Welcome to crossorigin.me, the free CORS proxy for everyone!
               crossorigin.me ';/https://en.wikipedia.org/w/api.php,/,/https://en.wikipedia;api|package|framework|librar|stack|licens|addon|app;;PACKAGE
5;47;v4-alpha.getbootstrap.com); ; ; ; ;;api|package|framework|librar|stack|licens|addon|app;;PACKAGE
6;52;quotesondesign.com;quotes on design -; ; ;'Good design goes to heaven; bad design goes everywhere.   Quoteson Design ';',/lowell-williams/&quot;},/wp-json/post/,/,/api-v4-0/,/stella-adler/&quot;},/api/3.0/api-3.0.json,/the-api/,/wp-json/,/james-weaver/&quot;},/neville-brody-2/&quot;},/wp-json/posts';api|package|framework|librar|stack|licens|addon|app;;PACKAGE
7;53;crossorigin.me;crossorigin.me; ; ;'
                  Welcome to crossorigin.me, the free CORS proxy for everyone!
               crossorigin.me ';',/http://api.open,/https://en.wikipedia.org/w/api.php,/,/http://myapi.api,/http://api.openweathermap.org/data/2.5/weather,/http://maps.googleapis.com/maps/api/geocode/json,/http://api.forismatic.com,/http://api.openweathermap.org/data/2.5/forecast/lat=,/http://api.openweathermap.org/data/2.5,/http://+your,/http://api.openweatherapi.com/,/https://api.forecast.io/forecast/0abd23a64cb023f3a9f3a4852ea83a81/&quot;+lat+&quot;,&quot;+lon,/&,/http://api.openweather,/http://api.openweathermap.org/,/http://quotes.stormconsultancy.co.uk/random.json,/etc,/https://wind-bow.hyperdev.space/twitch-api/streams/,/http://quotes.stormconsultancy.co.uk/random.json&quot;,,/api.openweathermap.org/data/2.5/weather,/http://openweather...blablabla,/https://api.forismatic.com/api/1.0/,/http.openweather,/http://api.forismatic.com/api/1.0/,/https://wind-bow.hyperdev.space/twitch-api/channels/,/http://api.openweathermap.org,/https://github.com/Y-Taras/FreeCodeCamp/raw/master/Calculator/fonts/digital-7.ttf,/http://quotesondesign.com/wp-json/posts,/http://openweather';api|package|framework|librar|stack|licens|addon|app;;PACKAGE
8;54;minifiedjs.com;minified.js - a truly lightweight javascript library; ; ;'
This demo shows you how to use a simple HTML template and how to handle events: 
 News ';/;api|package|framework|librar|stack|licens|addon|app;;PACKAGE
9;59;jqueryvalidation.org;jquery validation plugin | form validation with jquery; ; ;This jQuery plugin makes simple clientside form validation easy, whilst still offering plenty of customization options. It makes a good choice if you’re building something new from scratch, but also when you’re trying to integrate something into an existing application with lots of existing markup. The plugin comes bundled with a useful set of validation methods, including URL and email validation, while providing an API to write your own methods. All bundled methods come with default error messages in english and translations into 37 other languages. jQuery Validation Plugin Form validation with jQuery ;/validate/;api|package|framework|librar|stack|licens|addon|app;;PACKAGE
10;61;flipclockjs.com;flipclock.js;{exp:stash:get name=; ;So why use this library when there are many others with the same name? Well, this library was created because the other solutions weren’t abstract enough to provide a deep level of customization without rewriting the code. (Besides the domain was available, who could pass it up?). Some libraries have a huge cascade of conditionals, while others simply hard-code too much into their scripts. Most projects had a very narrow scope. After reviewing as many of the existing solutions as possible, it was determined a proper extendible API needed to be written to create any kind of clock or counter (and the flip effect is just cool). The following are the logical requirements that were considered when creating the API. FlipClock.js 0.8.0 Beta Why FlipClock.js? ;,/,/legacy;api|package|framework|librar|stack|licens|addon|app;;PACKAGE
